Country Name,Country Code,Region,Income Group,Net Migration 1962,Population 1962,MigrRatePopn1962,Net Migration 1967,Population 1967,MigrRatePopn1967,Net Migration 1972,Population 1972,MigrRatePopn1972,Net Migration 1977,Population 1977,MigrRatePopn1977,Net Migration 1982,Population 1982,MigrRatePopn1982,Net Migration 1987,Population 1987,MigrRatePopn1987,Net Migration 1992,Population 1992,MigrRatePopn1992,Net Migration 1997,Population 1997,MigrRatePopn1997,Net Migration 2002,Population 2002,MigrRatePopn2002,Net Migration 2007,Population 2007,MigrRatePopn2007,Net Migration 2012,Population 2012,MigrRatePopn2012,Net Migration 2017,Population 2017,MigrRatePopn2017
Cayman Islands,CYM,Latin America & Caribbean,High income,,8146.0,,,8522.0,,,10133.0,,,13853.0,,,17439.0,,,21544.0,,,27780.0,,,36156.0,,,45351.0,,,52280.0,,,58958.0,,,63382.0,
Cyprus,CYP,Europe & Central Asia,High income,-43025.0,577691.0,-0.07447753210626443,-7843.0,591308.0,-0.013263815135259458,3053.0,627998.0,0.004861480450574683,-1215.0,665525.0,-0.0018256263851846287,-27634.0,691702.0,-0.03995073022775704,17167.0,723376.0,0.02373177987657871,43195.0,800611.0,0.053952543744714976,53260.0,891190.0,0.05976278907976974,57530.0,976964.0,0.058886509635974305,58658.0,1063713.0,0.055144573771308616,22509.0,1135046.0,0.019830914341797602,25000.0,1179680.0,0.021192187711921877
Czech Republic,CZE,Europe & Central Asia,High income,24999.0,9624660.0,0.0025973904532731545,-129099.0,9852899.0,-0.01310264116175351,9999.0,9867632.0,0.0010133130218070556,9999.0,10186755.0,0.000981568713491195,-52946.0,10314826.0,-0.005132999819870932,5671.0,10347318.0,0.0005480647255646342,29999.0,10319123.0,0.0029071268944075965,46002.0,10304131.0,0.00446442305518049,47402.0,10196916.0,0.00464866043811678,250889.0,10298828.0,0.02436092728221114,59997.0,10510785.0,0.005708136927926886,110057.0,10594438.0,0.01038818670702495
Germany,DEU,Europe & Central Asia,High income,669314.0,74025784.0,0.009041633385470121,871265.0,76951336.0,0.011322285554600377,701731.0,78688452.0,0.008917839685040443,228894.0,78159814.0,0.0029285381871558703,23.0,78333366.0,2.9361689883210174e-07,1683737.0,77839920.0,0.021630764779819917,2628459.0,80624598.0,0.03260120441158665,715944.0,82034771.0,0.008727323685708832,824445.0,82488495.0,0.009994666528950492,43087.0,82266372.0,0.000523749850060241,1938576.0,80425823.0,0.02410390006204848,2719112.0,82657002.0,0.032896329823334264
Djibouti,DJI,Middle East & North Africa,Lower middle income,18000.0,94204.0,0.1910746889728674,25000.0,131397.0,0.19026309580888454,34997.0,179224.0,0.1952696067490961,91193.0,277479.0,0.3286482941051395,9999.0,385271.0,0.025953160243049698,89998.0,490330.0,0.18354577529418964,-45000.0,615054.0,-0.07316430752421739,9988.0,660863.0,0.015113571194029625,-8997.0,746942.0,-0.012045111936402023,-12221.0,805451.0,-0.015172865885075566,6002.0,868136.0,0.006913663296994941,4501.0,944097.0,0.0047675185918396095
Dominica,DMA,Latin America & Caribbean,Upper middle income,,61982.0,,,67686.0,,,71731.0,,,73440.0,,,75003.0,,,71842.0,,,70544.0,,,70599.0,,,69837.0,,,70795.0,,,70965.0,,,71458.0,
Denmark,DNK,Europe & Central Asia,High income,2256.0,4647727.0,0.00048539856149038013,21866.0,4835354.0,0.004522109446381795,23256.0,4991596.0,0.004659030899135267,14925.0,5088419.0,0.0029331310963189154,9319.0,5117810.0,0.0018208960473327458,32839.0,5127024.0,0.006405080218075827,65466.0,5171370.0,0.012659314649696309,74568.0,5284991.0,0.014109390157901877,46306.0,5375931.0,0.008613577815637886,87989.0,5461438.0,0.01611095832269816,106841.0,5591572.0,0.019107506797730586,75998.0,5764980.0,0.013182699679790737
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,-43490.0,3521018.0,-0.012351541514414296,-56172.0,4123092.0,-0.013623756151936459,-70824.0,4755459.0,-0.014893199583888747,-87098.0,5407500.0,-0.016106888580674987,-118102.0,6067770.0,-0.019463822788273123,-134470.0,6729933.0,-0.019980882424832463,-144154.0,7408342.0,-0.019458334941880383,-150146.0,8084407.0,-0.018572296026164937,-152553.0,8724975.0,-0.017484634626460247,-153773.0,9338861.0,-0.016465926626384096,-153000.0,9930911.0,-0.015406441564122365,-150000.0,10513131.0,-0.014267871293528064
Algeria,DZA,Middle East & North Africa,Lower middle income,-282941.0,11619828.0,-0.024349844076865853,-121335.0,13275026.0,-0.009140095092845768,-253436.0,15285990.0,-0.0165796261805745,-224833.0,17582904.0,-0.01278702312200533,-81020.0,20452902.0,-0.003961296054711454,-93302.0,23774284.0,-0.003924492531510097,-128679.0,27028326.0,-0.0047608941819038296,-164413.0,29742979.0,-0.005527791953859094,-205228.0,31855109.0,-0.006442545840919898,-357340.0,34166972.0,-0.010458638242803606,-143268.0,37383887.0,-0.003832346272606698,-50002.0,41389198.0,-0.0012080929908330187
East Asia & Pacific (excluding high income),EAP,N/A,N/A,-951548.0,906413883.0,-0.0010497941589890675,-476764.0,1030341039.0,-0.0004627244591390094,-888388.0,1176909471.0,-0.0007548482036134451,-1119832.0,1298403397.0,-0.0008624684767364329,-303942.0,1405388771.0,-0.000216268982840763,-272668.0,1526774406.0,-0.00017859089000212125,-2770604.0,1652528229.0,-0.0016765849752996868,-974322.0,1759750579.0,-0.0005536705096887484,-5608510.0,1849607538.0,-0.00303227029776519,-6894219.0,1924018226.0,-0.003583239964588568,-3768254.0,1994391099.0,-0.0018894258011326996,-3791004.0,2068142784.0,-0.0018330475194115031
Early-demographic dividend,EAR,N/A,N/A,-857830.0,1027204721.0,-0.0008351110372281866,-1886452.0,1158861169.0,-0.0016278498671483228,-3317858.0,1309397192.0,-0.0025338820185892073,-4952237.0,1477870054.0,-0.0033509285790021158,1692818.0,1672134893.0,0.0010123692813818939,-1530147.0,1892336374.0,-0.0008086020123185562,-7479045.0,2117785722.0,-0.00353154000534904,-7535702.0,2339379434.0,-0.0032212397401113514,-14255662.0,2560101452.0,-0.005568397294905327,-13971996.0,2776922496.0,-0.005031467756167437,-14257384.0,2994364053.0,-0.004761406344601212,-11460012.0,3206361023.0,-0.0035741489862790164
East Asia & Pacific,EAS,N/A,N/A,-480262.0,1059018809.0,-0.0004534971389729113,1538131.0,1195269923.0,0.001286848242729521,18646.0,1355934900.0,1.375139765190792e-05,-722799.0,1490449457.0,-0.0004849537142003199,556267.0,1608678553.0,0.00034579127008477,701831.0,1739071545.0,0.0004035664904171611,-1848218.0,1872480731.0,-0.0009870424669272606,1532.0,1987315562.0,7.708891478000714e-07,-4235381.0,2083186112.0,-0.0020331265534089737,-4415849.0,2161785573.0,-0.002042685942191733,-1337907.0,2236819053.0,-0.0005981292935633806,-2057249.0,2314097713.0,-0.0008890069716775179
Europe & Central Asia (excluding high income),ECA,N/A,N/A,-83597.0,264562390.0,-0.00031598217720969334,369327.0,283832742.0,0.0013012135153878759,-500692.0,300287182.0,-0.0016673771976054577,-232895.0,316954397.0,-0.0007347902480747097,223419.0,334202516.0,0.0006685138181305613,-1293566.0,352277839.0,-0.0036720050391815875,-2663215.0,365331302.0,-0.0072898626135244225,-2114635.0,368734967.0,-0.005734837184562428,73186.0,369278345.0,0.00019818654679033509,1364223.0,372332605.0,0.0036639901574024116,3054571.0,382509766.0,0.007985602647332148,1880978.0,395289709.0,0.004758479558596351
Europe & Central Asia,ECS,N/A,N/A,1223688.0,682397793.0,0.001793217991840721,437456.0,719406036.0,0.0006080794128894409,1533438.0,749283628.0,0.0020465387774360926,1241642.0,777422116.0,0.0015971271905519085,571631.0,803342709.0,0.000711565554272056,804777.0,827505323.0,0.0009725339253195353,1451064.0,848877903.0,0.0017093907084538636,274507.0,858164737.0,0.00031987681171756184,8256870.0,863936840.0,0.009557261153488952,7925495.0,877300672.0,0.009033955236728692,8361520.0,893788642.0,0.009355142376042859,7894029.0,914585461.0,0.008631264476223727
Ecuador,ECU,Latin America & Caribbean,Upper middle income,-9002.0,4809201.0,-0.0018718286052090566,-5500.0,5560012.0,-0.0009892064981154717,-5499.0,6429379.0,-0.0008552925562484339,-7198.0,7383724.0,-0.0009748468388038339,-14001.0,8409397.0,-0.0016649231805800106,-16998.0,9522360.0,-0.0017850616863886685,-19000.0,10716129.0,-0.0017730283015443356,-69999.0,11951452.0,-0.005856945248158969,-120002.0,13143465.0,-0.009130164686404993,-44999.0,14296557.0,-0.003147541047820115,-38001.0,15474102.0,-0.0024557806326984274,182000.0,16785361.0,0.010842781397433157
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,-50100.0,28112256.0,-0.0017821408569984566,-239700.0,32056510.0,-0.007477420343013011,-559179.0,36102659.0,-0.015488582156787953,-595294.0,40329589.0,-0.01476072567959966,-392930.0,45539296.0,-0.008628372296313056,-212184.0,51991700.0,-0.004081112946874212,-460404.0,58666814.0,-0.00784777574592682,-210899.0,64892270.0,-0.003249986477588163,-74464.0,71485043.0,-0.0010416724516763597,-283573.0,78232126.0,-0.0036247640771004995,-280944.0,86422240.0,-0.003250829878975597,-190164.0,96442593.0,-0.001971784396132941
Euro area,EMU,N/A,N/A,808797.0,270110056.0,0.0029943239136568838,148964.0,281974883.0,0.0005282881879943896,2037462.0,290874595.0,0.007004606229017697,1608797.0,298441845.0,0.005390654919721462,731227.0,304174240.0,0.002403974116940343,2221744.0,307488390.0,0.007225456544879629,4087715.0,314162058.0,0.013011485301640086,2351361.0,318761762.0,0.007376546626066146,7296329.0,324125336.0,0.0225108258738527,4188448.0,332645165.0,0.012591338882078746,3610240.0,336159194.0,0.010739673536937383,4446572.0,341163597.0,0.013033547656023804
Eritrea,ERI,Sub-Saharan Africa,Low income,6997.0,1060486.0,0.0065979183129244515,4999.0,1210302.0,0.00413037407192585,10000.0,1384797.0,0.007221275031647238,10000.0,1591620.0,0.006282906723966776,10000.0,1836823.0,0.005444182700238401,-40000.0,2127422.0,-0.018802099442423743,-314772.0,2257596.0,-0.13942795788086088,-129998.0,2195179.0,-0.05921977205503515,227290.0,2481058.0,0.09161011149275833,-80009.0,2996536.0,-0.02670049684035166,-246000.0,3250099.0,-0.07569000205839883,-199290.0,3412891.0,-0.05839330936733696
Spain,ESP,Europe & Central Asia,High income,-193807.0,31023366.0,-0.00624712998583068,-145936.0,32682947.0,-0.004465203214385777,96990.0,34604469.0,0.0028028171737008883,76903.0,36511638.0,0.002106259927314135,-43292.0,37986012.0,-0.0011396826810879752,-67680.0,38684815.0,-0.0017495236826129323,319270.0,39157685.0,0.008153444208972006,931072.0,40057389.0,0.02324345203827439,2908209.0,41431558.0,0.07019308808034687,2273848.0,45226803.0,0.050276558349702495,-520442.0,46773055.0,-0.011126961880082454,200000.0,46593236.0,0.004292468546292857
Estonia,EST,Europe & Central Asia,High income,43228.0,1241623.0,0.034815721036095496,41204.0,1318946.0,0.031240096258679278,30581.0,1392518.0,0.02196093695018664,30510.0,1450211.0,0.02103831787236478,25900.0,1498414.0,0.01728494261265578,15497.0,1552221.0,0.009983758756001883,-111876.0,1533091.0,-0.07297414178284263,-1197.0,1399535.0,-0.0008552840764968364,-18406.0,1379350.0,-0.013343966360967123,-15151.0,1340680.0,-0.011300981591431215,-10516.0,1322696.0,-0.007950428518722368,19555.0,1317384.0,0.014843811675259454
Ethiopia,ETH,Sub-Saharan Africa,Low income,-19999.0,23221389.0,-0.0008612318582665318,-42182.0,26280132.0,-0.0016050908724507167,-59597.0,30140804.0,-0.0019772863391434416,-2112372.0,33577242.0,-0.06291082513566779,248546.0,36995248.0,0.00671832230993559,765993.0,43329231.0,0.017678435142317664,1457943.0,51423585.0,0.028351640594485975,-155577.0,60697443.0,-0.0025631557494110585,-150001.0,70142091.0,-0.0021385304866374743,-50132.0,80674348.0,-0.0006214119015873547,399997.0,92726971.0,0.004313707173719716,150002.0,106400024.0,0.0014097929150843048
European Union,EUU,N/A,N/A,873990.0,363200473.0,0.0024063569983291296,35679.0,378917977.0,9.416021979870329e-05,1830393.0,390994983.0,0.004681372088091473,1452547.0,402425490.0,0.0036094806022352113,314429.0,410895587.0,0.0007652284666663992,1640298.0,416301856.0,0.003940164994123879,3259577.0,422963892.0,0.007706513633083365,1621033.0,427538058.0,0.003791552517179652,6853594.0,430881944.0,0.015905967041403804,3767581.0,438468400.0,0.008592594129930457,3377263.0,441395932.0,0.007651323347492926,4281648.0,446131273.0,0.009597282815903382
Fragile and conflict affected situations,FCS,N/A,N/A,-403734.0,192452467.0,-0.002097837488360178,-828283.0,216725732.0,-0.0038218027566749666,-1224205.0,245398949.0,-0.0049886317972779905,4915.0,280540792.0,1.751973381468175e-05,-6325349.0,320266666.0,-0.019750257118547578,-6220616.0,360107735.0,-0.017274319308914595,1933706.0,411763761.0,0.0046961539191886295,-4376293.0,470020836.0,-0.009310848934365115,-2415321.0,530422958.0,-0.004553575526042747,-5313288.0,601759996.0,-0.008829579957654746,-7098642.0,680326998.0,-0.010434161838157714,-10049206.0,763578047.0,-0.01316067956573927
Finland,FIN,Europe & Central Asia,High income,-64984.0,4491443.0,-0.014468401357870956,-97937.0,4605744.0,-0.021264099784964168,28880.0,4639657.0,0.006224598068348587,-29377.0,4738902.0,-0.006199115322494535,26181.0,4826933.0,0.005423941040822402,18268.0,4932123.0,0.003703881675294797,47223.0,5041992.0,0.009365941080430117,22154.0,5139835.0,0.004310255095737509,31935.0,5200598.0,0.006140639980248426,57558.0,5288720.0,0.010883162655614212,81416.0,5413971.0,0.015038130052783807,70000.0,5508214.0,0.012708293468627035
Fiji,FJI,East Asia & Pacific,Upper middle income,-3455.0,421665.0,-0.008193708275526781,-14279.0,487981.0,-0.02926138517688189,-15145.0,542844.0,-0.02789935966870777,-22230.0,598296.0,-0.037155521681575675,-12677.0,668280.0,-0.01896959358352786,-66996.0,721783.0,-0.09282014123358405,-33803.0,744469.0,-0.04540551722099913,-38692.0,792736.0,-0.04880817825858798,-58598.0,815257.0,-0.07187672108304498,-23691.0,836190.0,-0.028332077637857424,-51950.0,865069.0,-0.06005301311224885,-31008.0,877459.0,-0.03533840327582258
France,FRA,Europe & Central Asia,High income,1417869.0,47904877.0,0.02959759191115343,491613.0,50775794.0,0.00968203471126419,543072.0,52793138.0,0.010286791438690384,258429.0,54467702.0,0.004744628293662912,291570.0,55718933.0,0.005232871203761206,276383.0,57302663.0,0.004823213887982833,122170.0,58851217.0,0.002075912890637419,193631.0,59964851.0,0.0032290749792741086,926483.0,61805267.0,0.014990356728011547,446120.0,64016225.0,0.0069688582855362054,423831.0,65659809.0,0.00645495328809135,182636.0,66864379.0,0.0027314394111100622
Faroe Islands,FRO,Europe & Central Asia,High income,,35524.0,,,37705.0,,,39925.0,,,42134.0,,,44108.0,,,46349.0,,,46739.0,,,45796.0,,,47233.0,,,47825.0,,,47843.0,,,48331.0,
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,454.0,47367.0,0.009584731986404037,429.0,56307.0,0.007618946134583622,-7534.0,62279.0,-0.12097175612967453,120.0,66082.0,0.0018159256681093187,445.0,78012.0,0.005704250628108496,-1902.0,89979.0,-0.021138265595305572,-1662.0,101389.0,-0.016392310802947067,-12788.0,108480.0,-0.1178834808259587,-12284.0,107030.0,-0.11477155937587592,-12278.0,104444.0,-0.11755581938646548,-2999.0,104506.0,-0.028696916923430234,-2999.0,111459.0,-0.026906754950250765
Gabon,GAB,Sub-Saharan Africa,Upper middle income,9410.0,511287.0,0.01840453600424028,16188.0,554059.0,0.029217105037550154,2999.0,611704.0,0.004902698036959052,4999.0,676255.0,0.007392181943201899,4999.0,763930.0,0.006543793279488958,4999.0,873867.0,0.005720550152368724,4999.0,1002579.0,0.0049861407430237415,9566.0,1141338.0,0.008381390963938815,24820.0,1288315.0,0.019265474670402814,63698.0,1472575.0,0.04325620087262109,100317.0,1749682.0,0.05733441848290147,16301.0,2064823.0,0.007894623413241717
United Kingdom,GBR,Europe & Central Asia,High income,143068.0,53250000.0,0.0026867230046948355,-84853.0,54943600.0,-0.0015443654947983022,106415.0,56086065.0,0.0018973518644961097,39119.0,56193492.0,0.0006961482301188899,-97495.0,56313641.0,-0.0017312856755257577,98758.0,56802050.0,0.0017386344330882423,205443.0,57580402.0,0.00356793271432874,513361.0,58316954.0,0.008802946052360691,992223.0,59370479.0,0.016712396745190483,2189404.0,61322463.0,0.03570313214588266,1300231.0,63700215.0,0.02041172074536954,1303250.0,66058859.0,0.01972861807982484
Georgia,GEO,Europe & Central Asia,Upper middle income,96284.0,3760300.0,0.025605403824162966,85200.0,4005800.0,0.021269159718408308,-73426.0,4205300.0,-0.017460347656528666,-95445.0,4372100.0,-0.021830470483291783,-47827.0,4542800.0,-0.010528088403627718,-43659.0,4743500.0,-0.00920396331822494,-591854.0,4873500.0,-0.12144331589206936,-653597.0,4349913.0,-0.15025518901182622,-148337.0,3978515.0,-0.037284514448230055,-119811.0,3860158.0,-0.03103784870981965,-95340.0,3728874.0,-0.025568040110768023,-50000.0,3728004.0,-0.013412002776821055
Ghana,GHA,Sub-Saharan Africa,Lower middle income,30000.0,7071971.0,0.004242098843448312,-260133.0,8132803.0,-0.031985651195534925,-143000.0,9229631.0,-0.015493577153842879,-459839.0,10395452.0,-0.04423463260664375,-12339.0,11676823.0,-0.0010567086612514379,-40000.0,13552021.0,-0.00295158928694104,-16000.0,15653336.0,-0.001022146333535548,-126999.0,17908985.0,-0.007091356657007642,25002.0,20246381.0,0.0012348873608572317,150000.0,22963946.0,0.006531978432626518,-50000.0,25996449.0,-0.0019233396068824632,-50000.0,29121471.0,-0.0017169462353052152
Gibraltar,GIB,Europe & Central Asia,High income,,24313.0,,,27173.0,,,29358.0,,,30234.0,,,29691.0,,,29115.0,,,28840.0,,,29408.0,,,32102.0,,,33517.0,,,33646.0,,,33728.0,
Guinea,GIN,Sub-Saharan Africa,Low income,0.0,3611429.0,0.0,0.0,3941053.0,0.0,-87571.0,4290534.0,-0.02041027993252122,-156695.0,4628877.0,-0.03385162319067886,-83323.0,5077082.0,-0.016411592328034096,0.0,5801326.0,0.0,-134975.0,6716038.0,-0.02009741457686809,-181099.0,7662075.0,-0.023635764463281812,-349998.0,8586074.0,-0.0407634502101892,-311422.0,9518162.0,-0.03271871186895117,-293749.0,10652029.0,-0.027576811891894024,-20000.0,12067539.0,-0.0016573387498478357
"Gambia, The",GMB,Sub-Saharan Africa,Low income,5282.0,379894.0,0.013903878450304559,13403.0,426629.0,0.03141605469857886,14403.0,492426.0,0.029249064834107052,14580.0,576757.0,0.02527927706122336,14883.0,678113.0,0.021947669488713534,60597.0,831023.0,0.0729185594141197,2620.0,1027475.0,0.0025499403878439866,-4570.0,1200526.0,-0.003806664745286649,1517.0,1404261.0,0.0010802835085500487,-15436.0,1639848.0,-0.009413067552602437,-15436.0,1905011.0,-0.008102840351053091,-15436.0,2213894.0,-0.006972330201897652
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,-20001.0,628883.0,-0.03180400805873271,-7230.0,669237.0,-0.010803347692969756,-14999.0,732523.0,-0.020475807585563867,-79367.0,771737.0,-0.10284203038081627,-30001.0,810405.0,-0.037019761724076235,-28004.0,912754.0,-0.03068077488567566,-29999.0,1020350.0,-0.02940069583966286,-41167.0,1132510.0,-0.036350230903038384,-27932.0,1254453.0,-0.022266278609083003,-17502.0,1411543.0,-0.01239919719059214,-7005.0,1604979.0,-0.00436454308747965,-6996.0,1828146.0,-0.003826827835413583
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2998.0,262219.0,0.011433191340063077,5001.0,291790.0,0.017139038349497926,-70000.0,289501.0,-0.24179536512827243,-29998.0,242156.0,-0.12387882191645055,64999.0,284630.0,0.22836313810912412,20000.0,382981.0,0.05222191179196879,20002.0,447266.0,0.0447205913259671,35001.0,536460.0,0.06524437982328599,50003.0,658384.0,0.07594807893265935,80001.0,821687.0,0.09736189084164651,89999.0,1031191.0,0.087276750863807,79998.0,1262001.0,0.063389807139614
Greece,GRC,Europe & Central Asia,High income,-256691.0,8448233.0,-0.03038398680528816,-187126.0,8684088.0,-0.021548146448999595,20771.0,8888628.0,0.002336806085258602,297368.0,9308479.0,0.03194592800821702,100241.0,9789513.0,0.010239630919331739,178887.0,10000595.0,0.017887635685676702,459178.0,10399061.0,0.04415571752103387,297431.0,10661259.0,0.027898299816184937,113586.0,10902022.0,0.010418801209537093,-370769.0,11048473.0,-0.03355839309196845,-161799.0,11045011.0,-0.014649057388897123,-80000.0,10754679.0,-0.007438622761311612
Grenada,GRD,Latin America & Caribbean,Upper middle income,-9450.0,92484.0,-0.10217983651226158,-9731.0,95020.0,-0.10241001894338034,-11759.0,93983.0,-0.1251183724716172,-13206.0,90227.0,-0.14636417037028826,-586.0,93122.0,-0.0062928201713880715,-15189.0,99436.0,-0.15275151856470492,-4210.0,97165.0,-0.04332835897699789,-3964.0,101567.0,-0.039028424586726,-3511.0,103634.0,-0.03387884285080186,-3526.0,105190.0,-0.03352029660614127,-1000.0,107446.0,-0.009307000725946056,-1000.0,110874.0,-0.009019247073254326
Greenland,GRL,Europe & Central Asia,High income,,35000.0,,,41900.0,,,48300.0,,,49400.0,,,51500.0,,,54100.0,,,55300.0,,,56000.0,,,56609.0,,,56555.0,,,56810.0,,,56172.0,
Guatemala,GTM,Latin America & Caribbean,Upper middle income,-10311.0,4378604.0,-0.002354860133503738,-41269.0,5047435.0,-0.008176232086198238,-137529.0,5723759.0,-0.02402774120992865,-258519.0,6412667.0,-0.04031380391341075,-283074.0,7262658.0,-0.038976639131293254,-299909.0,8332446.0,-0.035992912525325695,-367469.0,9544055.0,-0.03850239756581453,-402326.0,10788362.0,-0.03729259363006173,-281050.0,12147518.0,-0.023136413545548976,-114231.0,13477017.0,-0.008475985449895923,-50131.0,14781942.0,-0.003391367656563664,-46073.0,16087418.0,-0.0028639151416342884
Guam,GUM,East Asia & Pacific,High income,-2905.0,69604.0,-0.04173610712028045,-1442.0,78404.0,-0.0183919187796541,-2131.0,87587.0,-0.024330094648749245,-1511.0,97477.0,-0.01550109256542569,109.0,108906.0,0.0010008631296714598,99.0,121919.0,0.0008120145342399462,1739.0,136692.0,0.012722032013577972,-4116.0,150303.0,-0.02738468294046027,-9556.0,157176.0,-0.06079808622181503,-9776.0,158847.0,-0.06154349783124642,-7594.0,159996.0,-0.0474636865921648,-2532.0,164281.0,-0.015412616188116703
Guyana,GUY,Latin America & Caribbean,Upper middle income,-14669.0,606285.0,-0.024194891841295762,-42559.0,675871.0,-0.06296911688769011,-54362.0,721948.0,-0.075299052009286,-52341.0,762424.0,-0.06865077699547759,-97340.0,781246.0,-0.1245958379306902,-102648.0,757448.0,-0.1355182137915738,-57867.0,748602.0,-0.07730008736284434,-86647.0,757970.0,-0.11431455070781166,-63249.0,744789.0,-0.08492203832226308,-50078.0,746474.0,-0.06708606059956543,-34999.0,755399.0,-0.04633180610511796,-30001.0,775221.0,-0.03869993201938544
High income,HIC,N/A,N/A,3941008.0,800940275.0,0.00492047674840674,4229964.0,848251644.0,0.00498668529547819,7251511.0,892423645.0,0.008125637459998048,7260230.0,933635381.0,0.0077763012710847556,6510855.0,972400780.0,0.006695649709371891,8249599.0,1006177585.0,0.008198949293826696,10289281.0,1042741821.0,0.009867525012214889,13436955.0,1081272105.0,0.01242698756202538,18179172.0,1115120727.0,0.01630242498398113,22605622.0,1154287221.0,0.0195840529018557,17992038.0,1191504227.0,0.015100272069785951,15844525.0,1225031047.0,0.012933978317367494
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,-27385.0,3305200.0,-0.008285429020936706,71590.0,3722800.0,0.01923014934995165,73970.0,4123600.0,0.017938209331651956,390487.0,4583700.0,0.08519034840849096,160605.0,5264500.0,0.030507170671478772,221262.0,5580500.0,0.039649135382134215,156486.0,5800500.0,0.026978019136281357,375683.0,6489300.0,0.05789268488126608,64797.0,6744100.0,0.009607953618718584,89747.0,6916300.0,0.01297615777221925,74892.0,7150100.0,0.01047425910127131,146542.0,7391700.0,0.019825209356440332
Honduras,HND,Latin America & Caribbean,Lower middle income,-29002.0,2155647.0,-0.013453965329202787,-41000.0,2486415.0,-0.016489604510912297,-45999.0,2882113.0,-0.01596016533702877,-50999.0,3352825.0,-0.015210755109497215,-61998.0,3910640.0,-0.015853671010371703,-73998.0,4542214.0,-0.016291174303984798,-77999.0,5244678.0,-0.014872028368567146,-64998.0,6045699.0,-0.010751114139159095,-41999.0,6929265.0,-0.006061104604889552,-25000.0,7808518.0,-0.00320163185895198,-30000.0,8640691.0,-0.0034719445470275468,-34000.0,9429013.0,-0.003605891730131245
Heavily indebted poor countries (HIPC),HPC,N/A,N/A,-243146.0,169567094.0,-0.001433922079244927,-137303.0,192084649.0,-0.0007148046484443429,-1026521.0,219004370.0,-0.004687216971971838,-2923589.0,250160346.0,-0.011686860234835141,-5279936.0,284905162.0,-0.018532258113315617,-2910055.0,325095184.0,-0.008951393755497774,2469854.0,376055904.0,0.006567784134563142,-3368158.0,434736174.0,-0.007747590841152317,-1747428.0,499113575.0,-0.0035010628592900923,-4868903.0,574560260.0,-0.008474138117383893,-2882169.0,660193774.0,-0.0043656409883077755,-1462971.0,759106221.0,-0.0019272283107794475
Croatia,HRV,Europe & Central Asia,High income,1854.0,4196712.0,0.00044177441768698925,-1225.0,4338683.0,-0.0002823437434816049,-18403.0,4450564.0,-0.004134981543912187,18681.0,4559571.0,0.004097095976792553,54369.0,4634234.0,0.01173203597401426,26145.0,4739745.0,0.005516119538076416,-143579.0,4575818.0,-0.03137777770007461,-188129.0,4534920.0,-0.04148452453406014,-2580.0,4302174.0,-0.0005996968044528185,-10499.0,4310217.0,-0.002435840237278077,-38493.0,4267558.0,-0.009019912558891993,-40004.0,4124531.0,-0.009699042145640317
Haiti,HTI,Latin America & Caribbean,Low income,-51997.0,4019173.0,-0.012937238581170803,-58003.0,4425303.0,-0.013107125094033108,-88000.0,4837332.0,-0.01819184624913072,-97999.0,5294619.0,-0.018509169403879675,-124999.0,5910227.0,-0.02114961066639234,-135001.0,6618744.0,-0.02039677014249229,-140001.0,7319493.0,-0.019127144462054955,-144998.0,8030726.0,-0.018055403708207702,-139999.0,8754150.0,-0.015992300794480333,-138004.0,9495328.0,-0.014533884453491233,-150000.0,10250930.0,-0.01463281868084164,-175000.0,10982366.0,-0.01593463557852652
Hungary,HUN,Europe & Central Asia,High income,21715.0,10061734.0,0.0021581767118868376,15731.0,10216604.0,0.0015397484330409595,-24419.0,10398489.0,-0.002348321953314563,13040.0,10648031.0,0.001224639560121491,-115800.0,10705535.0,-0.010816834469272204,-91554.0,10612741.0,-0.008626800559817675,99980.0,10369341.0,0.009641885631883453,78562.0,10290486.0,0.007634430482680798,61589.0,10158608.0,0.0060627400919496055,25150.0,10055780.0,0.0025010491478532743,29999.0,9920362.0,0.0030239823909651684,29999.0,9787966.0,0.003064886003894987
IBRD only,IBD,N/A,N/A,-3572773.0,1974019004.0,-0.0018098979760379247,-3639834.0,2211446023.0,-0.0016459067787068479,-2657570.0,2480635677.0,-0.0010713262026505958,-4274006.0,2741759767.0,-0.0015588550285995937,-953415.0,3004914782.0,-0.0003172852041299586,-4254770.0,3294789958.0,-0.0012913630471857835,-9685437.0,3583653517.0,-0.002702671157815506,-8630309.0,3842265420.0,-0.0022461511781765456,-10812375.0,4077663878.0,-0.0026516101678550367,-11595016.0,4296873746.0,-0.002698477238432688,-2178391.0,4515492025.0,-0.0004824260541131174,-6056175.0,4736161411.0,-0.0012787095866146358
