,Country Name,Country Code,Region,Income Group,Net Migration 1962,Population 1962,MigrRatePopn1962,Net Migration 1967,Population 1967,MigrRatePopn1967,Net Migration 1972,Population 1972,MigrRatePopn1972,Net Migration 1977,Population 1977,MigrRatePopn1977,Net Migration 1982,Population 1982,MigrRatePopn1982,Net Migration 1987,Population 1987,MigrRatePopn1987,Net Migration 1992,Population 1992,MigrRatePopn1992,Net Migration 1997,Population 1997,MigrRatePopn1997,Net Migration 2002,Population 2002,MigrRatePopn2002,Net Migration 2007,Population 2007,MigrRatePopn2007,Net Migration 2012,Population 2012,MigrRatePopn2012,Net Migration 2017,Population 2017,MigrRatePopn2017,Country,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Family,Health..Life.Expectancy.,Freedom,Generosity,Trust..Government.Corruption.,Dystopia.Residual
39,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,200706.0,3770766.0,0.05322685098995801,200706.0,4544164.0,0.04416786013885062,393042.0,5576038.0,0.07048768319010737,403322.0,7026496.0,0.057400160762917964,427498.0,8764989.0,0.048773364119452975,319134.0,10698194.0,0.029830642443014213,375000.0,12812421.0,0.02926847314804907,180000.0,15130663.0,0.011896372287189266,-300000.0,17231539.0,-0.017409936512345184,-200000.0,19171237.0,-0.010432295005272743,-80000.0,21547188.0,-0.0037127814543596134,-40000.0,24437469.0,-0.0016368307208901214,Cote d'Ivoire,128.0,4.17999982833862,4.27518256321549,4.0848170934617505,0.6030489206314089,0.904780030250549,0.0486421696841717,0.4477061927318571,0.201237469911575,0.130061775445938,1.84496426582336
40,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,0.0,5398729.0,0.0,-1000.0,6052420.0,-0.00016522316693157448,-2500.0,6867178.0,-0.00036405056050680496,0.0,7887560.0,0.0,-16500.0,9166816.0,-0.001799970676841337,-19500.0,10731064.0,-0.001817154384691024,-48000.0,12499499.0,-0.003840153913368848,-48000.0,14344449.0,-0.003346242159597765,-54000.0,16357602.0,-0.00330121737892877,-54000.0,18730282.0,-0.002883031873198706,-36000.0,21485266.0,-0.0016755668745269431,-24000.0,24566045.0,-0.000976958236460122,Cameroon,107.0,4.69500017166138,4.79654085725546,4.5934594860672995,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.23629845678806302,0.0513066314160824,2.3336455821991
41,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,122650.0,16041190.0,0.007645941479403959,242939.0,18378625.0,0.013218562324439395,27450.0,21121363.0,0.0012996320360575216,100685.0,24249130.0,0.0041521077251018895,-450468.0,27717291.0,-0.01625223763750938,74515.0,31528708.0,0.002363401633837961,1287106.0,37333914.0,0.03447551735400687,-958174.0,43827180.0,-0.021862551959765608,-241564.0,49871666.0,-0.00484371225938191,-43426.0,58453683.0,-0.0007429129829167481,15060.0,69020747.0,0.00021819526236075077,119303.0,81398764.0,0.00146566107563992,"Congo, Dem. Rep.",126.0,4.2800002098083505,4.357810832709069,4.20218958690763,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,2.22495865821838
42,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,0.0,1069238.0,0.0,0.0,1219541.0,0.0,0.0,1406522.0,0.0,-7407.0,1629209.0,-0.004546378027619538,2098.0,1884875.0,0.0011130711585648917,2000.0,2171321.0,0.0009210982623020733,22530.0,2489952.0,0.009048367197439951,49302.0,2867280.0,0.017194693228425546,51485.0,3310387.0,0.015552562283503409,91771.0,3876119.0,0.02367600169138254,-60000.0,4510198.0,-0.01330318535904632,-20000.0,5110702.0,-0.0039133567169441705,"Congo, Rep.",124.0,4.29099988937378,4.41005350500345,4.17194627374411,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.12085212767124198,0.0796181336045265,1.7241356372833299
43,Colombia,COL,Latin America & Caribbean,Upper middle income,-306563.0,17092918.0,-0.01793508867239637,-338635.0,19837510.0,-0.017070438779867032,-380422.0,22516425.0,-0.01689531086751116,-419350.0,25164545.0,-0.016664318786610288,-370972.0,28101819.0,-0.013200995992465828,-324000.0,31195413.0,-0.010386142347273941,-287950.0,34422569.0,-0.008365151363339558,-259000.0,37723800.0,-0.006865692215524417,-231000.0,40875360.0,-0.005651326373639278,-195000.0,43737516.0,-0.004458415059510924,-193380.0,46076848.0,-0.0041969016630651465,1023981.0,48901066.0,0.02093985026829476,Colombia,36.0,6.35699987411499,6.45202005416155,6.26197969406843,1.07062232494354,1.4021829366683998,0.595027923583984,0.47748741507530196,0.14901447296142598,0.0466687418520451,2.6160681247711204
44,Comoros,COM,Sub-Saharan Africa,Lower middle income,-8491.0,197198.0,-0.043058246026835965,-5500.0,215897.0,-0.025475110816732045,-5500.0,239235.0,-0.022989947123121617,10000.0,275900.0,0.03624501631025734,-4500.0,326946.0,-0.013763740801233229,-4500.0,376654.0,-0.0119473044226266,-3000.0,436448.0,-0.006873671090255884,-6000.0,501953.0,-0.011953310369695968,-10000.0,569479.0,-0.01755991002302104,-10000.0,641620.0,-0.01558554907889405,-10000.0,723871.0,-0.013814616140168622,-10000.0,813892.0,-0.012286642453789938,,,,,,,,,,,,
45,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,-1167.0,210142.0,-0.00555338770926326,4267.0,247527.0,0.017238523474206853,-34907.0,271843.0,-0.1284086770672778,-27982.0,273335.0,-0.10237254650886277,-20313.0,294254.0,-0.0690321966736221,-27757.0,321135.0,-0.08643405421395986,-6376.0,355757.0,-0.01792234587091751,-5438.0,404259.0,-0.013451772254915784,-9859.0,442951.0,-0.022257540901815327,-11341.0,475060.0,-0.023872773965393845,-8029.0,505235.0,-0.015891614793116075,-6709.0,537497.0,-0.012481930131703059,,,,,,,,,,,,
46,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,7905.0,1433335.0,0.005515109866151318,7827.0,1696732.0,0.00461298543317389,12638.0,1944169.0,0.006500463694257032,17425.0,2205615.0,0.007900290848584181,18876.0,2523354.0,0.007480519974605228,17417.0,2884851.0,0.006037400198485121,69202.0,3286520.0,0.021056314886262674,89527.0,3718949.0,0.024073199175358412,41792.0,4100925.0,0.010190871571657614,30339.0,4404628.0,0.00688798236763695,19658.0,4688000.0,0.0041932593856655286,21000.0,4949954.0,0.004242463667339131,Costa Rica,12.0,7.0789999961853,7.16811166629195,6.989888326078651,1.10970628261566,1.4164036512374898,0.7595092654228209,0.580131649971008,0.21461322903633104,0.100106589496136,2.89863920211792
47,Caribbean small states,CSS,,,-262832.0,4353628.0,-0.06037079879126099,-298610.0,4712526.0,-0.0633651676404544,-284690.0,5012612.0,-0.05679474094543922,-271073.0,5303307.0,-0.051113955876965066,-266114.0,5617885.0,-0.04736907216861862,-341887.0,5894827.0,-0.057997800444355714,-236400.0,6112815.0,-0.038672853668890686,-230119.0,6378552.0,-0.03607699678547733,-176783.0,6604965.0,-0.026765168324131918,-142453.0,6833393.0,-0.020846598461408558,-91451.0,7072665.0,-0.01293020381991795,-87055.0,7314990.0,-0.01190090485427868,,,,,,,,,,,,
48,Cuba,CUB,Latin America & Caribbean,Upper middle income,-204043.0,7453540.0,-0.027375314280194376,-248423.0,8266380.0,-0.030052211487979017,-190000.0,9025345.0,-0.02105182682767252,-160000.0,9646142.0,-0.016586942220008786,-270000.0,9940317.0,-0.02716211163084638,-69999.0,10286643.0,-0.006804843912635055,-120006.0,10736387.0,-0.01117750319544182,-132839.0,10989732.0,-0.012087555911281548,-145629.0,11199651.0,-0.013002994468309772,-240000.0,11251122.0,-0.0213312059010648,-80000.0,11257101.0,-0.007106625409152855,-72000.0,11339259.0,-0.006349621258320319,,,,,,,,,,,,
49,Curacao,CUW,Latin America & Caribbean,High income,-7752.0,128414.0,-0.06036724967682652,-4526.0,138140.0,-0.032763862747936884,-5000.0,147710.0,-0.033850111705368634,-13251.0,149459.0,-0.0886597662235128,-8464.0,150101.0,-0.05638869827649382,-14547.0,151456.0,-0.09604769702091696,-11517.0,143912.0,-0.08002807271110123,-17077.0,146956.0,-0.11620485043142165,-6070.0,129205.0,-0.04697960605239735,15363.0,144056.0,0.1066460265452324,6817.0,152088.0,0.04482273420651202,2573.0,160175.0,0.016063680349617606,,,,,,,,,,,,
50,Cayman Islands,CYM,Latin America & Caribbean,High income,,8146.0,,,8522.0,,,10133.0,,,13853.0,,,17439.0,,,21544.0,,,27780.0,,,36156.0,,,45351.0,,,52280.0,,,58958.0,,,63382.0,,,,,,,,,,,,,
51,Cyprus,CYP,Europe & Central Asia,High income,-43025.0,577691.0,-0.07447753210626443,-7843.0,591308.0,-0.013263815135259458,3053.0,627998.0,0.004861480450574683,-1215.0,665525.0,-0.0018256263851846289,-27634.0,691702.0,-0.03995073022775704,17167.0,723376.0,0.02373177987657871,43195.0,800611.0,0.053952543744714976,53260.0,891190.0,0.059762789079769736,57530.0,976964.0,0.05888650963597431,58658.0,1063713.0,0.055144573771308616,22509.0,1135046.0,0.0198309143417976,25000.0,1179680.0,0.02119218771192188,Cyprus,65.0,5.62099981307983,5.714692699313161,5.527306926846499,1.3559380769729599,1.13136327266693,0.84471470117569,0.35511153936386103,0.271254301071167,0.0412379764020443,1.62124919891357
52,Czech Republic,CZE,Europe & Central Asia,High income,24999.0,9624660.0,0.002597390453273155,-129099.0,9852899.0,-0.01310264116175351,9999.0,9867632.0,0.0010133130218070556,9999.0,10186755.0,0.0009815687134911949,-52946.0,10314826.0,-0.005132999819870932,5671.0,10347318.0,0.0005480647255646342,29999.0,10319123.0,0.0029071268944075965,46002.0,10304131.0,0.00446442305518049,47402.0,10196916.0,0.00464866043811678,250889.0,10298828.0,0.02436092728221114,59997.0,10510785.0,0.005708136927926886,110057.0,10594438.0,0.01038818670702495,Czech Republic,23.0,6.60900020599365,6.6838624626398095,6.5341379493475,1.35268235206604,1.4338852167129499,0.754444003105164,0.49094617366790794,0.0881067588925362,0.0368729270994663,2.45186185836792
53,Germany,DEU,Europe & Central Asia,High income,669314.0,74025784.0,0.00904163338547012,871265.0,76951336.0,0.011322285554600377,701731.0,78688452.0,0.008917839685040443,228894.0,78159814.0,0.0029285381871558703,23.0,78333366.0,2.9361689883210174e-07,1683737.0,77839920.0,0.021630764779819917,2628459.0,80624598.0,0.03260120441158665,715944.0,82034771.0,0.008727323685708832,824445.0,82488495.0,0.009994666528950492,43087.0,82266372.0,0.0005237498500602411,1938576.0,80425823.0,0.024103900062048482,2719112.0,82657002.0,0.032896329823334264,Germany,16.0,6.9510002136230495,7.00538156926632,6.89661885797977,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.33626917004585305,0.276731938123703,2.01576995849609
54,Djibouti,DJI,Middle East & North Africa,Lower middle income,18000.0,94204.0,0.1910746889728674,25000.0,131397.0,0.19026309580888454,34997.0,179224.0,0.1952696067490961,91193.0,277479.0,0.3286482941051395,9999.0,385271.0,0.025953160243049698,89998.0,490330.0,0.18354577529418964,-45000.0,615054.0,-0.07316430752421739,9988.0,660863.0,0.015113571194029625,-8997.0,746942.0,-0.012045111936402023,-12221.0,805451.0,-0.015172865885075566,6002.0,868136.0,0.00691366329699494,4501.0,944097.0,0.00476751859183961,,,,,,,,,,,,
55,Dominica,DMA,Latin America & Caribbean,Upper middle income,,61982.0,,,67686.0,,,71731.0,,,73440.0,,,75003.0,,,71842.0,,,70544.0,,,70599.0,,,69837.0,,,70795.0,,,70965.0,,,71458.0,,,,,,,,,,,,,
56,Denmark,DNK,Europe & Central Asia,High income,2256.0,4647727.0,0.0004853985614903801,21866.0,4835354.0,0.004522109446381795,23256.0,4991596.0,0.004659030899135267,14925.0,5088419.0,0.002933131096318916,9319.0,5117810.0,0.0018208960473327454,32839.0,5127024.0,0.006405080218075827,65466.0,5171370.0,0.012659314649696309,74568.0,5284991.0,0.014109390157901875,46306.0,5375931.0,0.008613577815637886,87989.0,5461438.0,0.016110958322698158,106841.0,5591572.0,0.019107506797730583,75998.0,5764980.0,0.013182699679790737,Denmark,2.0,7.52199983596802,7.58172806486487,7.46227160707116,1.48238301277161,1.55112159252167,0.7925655245780941,0.626006722450256,0.3552804887294771,0.40077006816863997,2.31370735168457
57,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,-43490.0,3521018.0,-0.012351541514414295,-56172.0,4123092.0,-0.013623756151936459,-70824.0,4755459.0,-0.014893199583888747,-87098.0,5407500.0,-0.016106888580674987,-118102.0,6067770.0,-0.019463822788273126,-134470.0,6729933.0,-0.019980882424832463,-144154.0,7408342.0,-0.019458334941880383,-150146.0,8084407.0,-0.018572296026164937,-152553.0,8724975.0,-0.017484634626460247,-153773.0,9338861.0,-0.016465926626384096,-153000.0,9930911.0,-0.015406441564122363,-150000.0,10513131.0,-0.014267871293528063,Dominican Republic,86.0,5.230000019073491,5.34906088516116,5.110939152985809,1.07937383651733,1.4024167060852097,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,1.3194651603698702
58,Algeria,DZA,Middle East & North Africa,Lower middle income,-282941.0,11619828.0,-0.024349844076865853,-121335.0,13275026.0,-0.009140095092845768,-253436.0,15285990.0,-0.0165796261805745,-224833.0,17582904.0,-0.01278702312200533,-81020.0,20452902.0,-0.003961296054711454,-93302.0,23774284.0,-0.003924492531510097,-128679.0,27028326.0,-0.0047608941819038296,-164413.0,29742979.0,-0.005527791953859094,-205228.0,31855109.0,-0.006442545840919898,-357340.0,34166972.0,-0.010458638242803606,-143268.0,37383887.0,-0.0038323462726066976,-50002.0,41389198.0,-0.0012080929908330187,Algeria,53.0,5.872000217437741,5.978286433666941,5.76571400120854,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.0694366469979286,0.14609611034393302,2.5676038265228303
59,East Asia & Pacific (excluding high income),EAP,,,-951548.0,906413883.0,-0.0010497941589890675,-476764.0,1030341039.0,-0.0004627244591390094,-888388.0,1176909471.0,-0.0007548482036134451,-1119832.0,1298403397.0,-0.0008624684767364329,-303942.0,1405388771.0,-0.000216268982840763,-272668.0,1526774406.0,-0.00017859089000212125,-2770604.0,1652528229.0,-0.0016765849752996868,-974322.0,1759750579.0,-0.0005536705096887484,-5608510.0,1849607538.0,-0.0030322702977651898,-6894219.0,1924018226.0,-0.003583239964588568,-3768254.0,1994391099.0,-0.0018894258011327,-3791004.0,2068142784.0,-0.0018330475194115031,,,,,,,,,,,,
60,Early-demographic dividend,EAR,,,-857830.0,1027204721.0,-0.0008351110372281866,-1886452.0,1158861169.0,-0.0016278498671483226,-3317858.0,1309397192.0,-0.0025338820185892073,-4952237.0,1477870054.0,-0.003350928579002116,1692818.0,1672134893.0,0.0010123692813818939,-1530147.0,1892336374.0,-0.0008086020123185563,-7479045.0,2117785722.0,-0.00353154000534904,-7535702.0,2339379434.0,-0.0032212397401113514,-14255662.0,2560101452.0,-0.005568397294905328,-13971996.0,2776922496.0,-0.005031467756167436,-14257384.0,2994364053.0,-0.004761406344601211,-11460012.0,3206361023.0,-0.0035741489862790164,,,,,,,,,,,,
61,East Asia & Pacific,EAS,,,-480262.0,1059018809.0,-0.00045349713897291133,1538131.0,1195269923.0,0.001286848242729521,18646.0,1355934900.0,1.3751397651907919e-05,-722799.0,1490449457.0,-0.0004849537142003199,556267.0,1608678553.0,0.00034579127008477,701831.0,1739071545.0,0.00040356649041716115,-1848218.0,1872480731.0,-0.0009870424669272606,1532.0,1987315562.0,7.708891478000714e-07,-4235381.0,2083186112.0,-0.0020331265534089733,-4415849.0,2161785573.0,-0.002042685942191733,-1337907.0,2236819053.0,-0.0005981292935633806,-2057249.0,2314097713.0,-0.000889006971677518,,,,,,,,,,,,
62,Europe & Central Asia (excluding high income),ECA,,,-83597.0,264562390.0,-0.0003159821772096933,369327.0,283832742.0,0.0013012135153878759,-500692.0,300287182.0,-0.0016673771976054574,-232895.0,316954397.0,-0.0007347902480747098,223419.0,334202516.0,0.0006685138181305613,-1293566.0,352277839.0,-0.0036720050391815884,-2663215.0,365331302.0,-0.007289862613524422,-2114635.0,368734967.0,-0.005734837184562428,73186.0,369278345.0,0.00019818654679033509,1364223.0,372332605.0,0.0036639901574024116,3054571.0,382509766.0,0.007985602647332148,1880978.0,395289709.0,0.004758479558596351,,,,,,,,,,,,
63,Europe & Central Asia,ECS,,,1223688.0,682397793.0,0.001793217991840721,437456.0,719406036.0,0.0006080794128894409,1533438.0,749283628.0,0.0020465387774360926,1241642.0,777422116.0,0.0015971271905519085,571631.0,803342709.0,0.0007115655542720559,804777.0,827505323.0,0.0009725339253195351,1451064.0,848877903.0,0.0017093907084538636,274507.0,858164737.0,0.0003198768117175618,8256870.0,863936840.0,0.009557261153488952,7925495.0,877300672.0,0.009033955236728692,8361520.0,893788642.0,0.009355142376042859,7894029.0,914585461.0,0.008631264476223727,,,,,,,,,,,,
64,Ecuador,ECU,Latin America & Caribbean,Upper middle income,-9002.0,4809201.0,-0.0018718286052090566,-5500.0,5560012.0,-0.0009892064981154717,-5499.0,6429379.0,-0.0008552925562484339,-7198.0,7383724.0,-0.000974846838803834,-14001.0,8409397.0,-0.0016649231805800106,-16998.0,9522360.0,-0.0017850616863886685,-19000.0,10716129.0,-0.0017730283015443356,-69999.0,11951452.0,-0.005856945248158969,-120002.0,13143465.0,-0.009130164686404992,-44999.0,14296557.0,-0.003147541047820115,-38001.0,15474102.0,-0.0024557806326984274,182000.0,16785361.0,0.010842781397433157,Ecuador,44.0,6.00799989700317,6.1058476753532895,5.910152118653059,1.00082039833069,1.2861688137054401,0.685636222362518,0.4551981985569,0.15011246502399403,0.140134647488594,2.29035258293152
65,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,-50100.0,28112256.0,-0.0017821408569984566,-239700.0,32056510.0,-0.007477420343013011,-559179.0,36102659.0,-0.015488582156787953,-595294.0,40329589.0,-0.01476072567959966,-392930.0,45539296.0,-0.008628372296313056,-212184.0,51991700.0,-0.0040811129468742114,-460404.0,58666814.0,-0.00784777574592682,-210899.0,64892270.0,-0.003249986477588163,-74464.0,71485043.0,-0.0010416724516763595,-283573.0,78232126.0,-0.0036247640771005,-280944.0,86422240.0,-0.003250829878975597,-190164.0,96442593.0,-0.001971784396132941,"Egypt, Arab Rep.",104.0,4.7350001335144,4.82513378962874,4.644866477400059,0.989701807498932,0.997471392154694,0.520187258720398,0.28211015462875394,0.128631442785263,0.114381365478039,1.70216107368469
66,Euro area,EMU,,,808797.0,270110056.0,0.0029943239136568838,148964.0,281974883.0,0.0005282881879943896,2037462.0,290874595.0,0.007004606229017697,1608797.0,298441845.0,0.005390654919721462,731227.0,304174240.0,0.002403974116940343,2221744.0,307488390.0,0.00722545654487963,4087715.0,314162058.0,0.013011485301640086,2351361.0,318761762.0,0.007376546626066145,7296329.0,324125336.0,0.0225108258738527,4188448.0,332645165.0,0.012591338882078746,3610240.0,336159194.0,0.010739673536937385,4446572.0,341163597.0,0.013033547656023804,,,,,,,,,,,,
67,Eritrea,ERI,Sub-Saharan Africa,Low income,6997.0,1060486.0,0.006597918312924452,4999.0,1210302.0,0.00413037407192585,10000.0,1384797.0,0.007221275031647238,10000.0,1591620.0,0.006282906723966776,10000.0,1836823.0,0.005444182700238401,-40000.0,2127422.0,-0.018802099442423743,-314772.0,2257596.0,-0.13942795788086088,-129998.0,2195179.0,-0.05921977205503515,227290.0,2481058.0,0.09161011149275833,-80009.0,2996536.0,-0.02670049684035166,-246000.0,3250099.0,-0.07569000205839882,-199290.0,3412891.0,-0.058393309367336964,,,,,,,,,,,,
68,Spain,ESP,Europe & Central Asia,High income,-193807.0,31023366.0,-0.00624712998583068,-145936.0,32682947.0,-0.004465203214385777,96990.0,34604469.0,0.0028028171737008887,76903.0,36511638.0,0.0021062599273141353,-43292.0,37986012.0,-0.0011396826810879752,-67680.0,38684815.0,-0.0017495236826129323,319270.0,39157685.0,0.008153444208972006,931072.0,40057389.0,0.023243452038274392,2908209.0,41431558.0,0.07019308808034687,2273848.0,45226803.0,0.050276558349702495,-520442.0,46773055.0,-0.011126961880082454,200000.0,46593236.0,0.004292468546292857,Spain,34.0,6.40299987792969,6.471054845303299,6.33494491055608,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,1.92775774002075
69,Estonia,EST,Europe & Central Asia,High income,43228.0,1241623.0,0.034815721036095496,41204.0,1318946.0,0.03124009625867928,30581.0,1392518.0,0.02196093695018664,30510.0,1450211.0,0.021038317872364782,25900.0,1498414.0,0.01728494261265578,15497.0,1552221.0,0.009983758756001885,-111876.0,1533091.0,-0.07297414178284263,-1197.0,1399535.0,-0.0008552840764968363,-18406.0,1379350.0,-0.013343966360967123,-15151.0,1340680.0,-0.011300981591431216,-10516.0,1322696.0,-0.00795042851872237,19555.0,1317384.0,0.014843811675259453,Estonia,66.0,5.61100006103516,5.68813987419009,5.533860247880219,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.18324892222881303,1.35750865936279
70,Ethiopia,ETH,Sub-Saharan Africa,Low income,-19999.0,23221389.0,-0.0008612318582665317,-42182.0,26280132.0,-0.0016050908724507167,-59597.0,30140804.0,-0.0019772863391434416,-2112372.0,33577242.0,-0.06291082513566779,248546.0,36995248.0,0.00671832230993559,765993.0,43329231.0,0.017678435142317664,1457943.0,51423585.0,0.028351640594485975,-155577.0,60697443.0,-0.0025631557494110585,-150001.0,70142091.0,-0.0021385304866374747,-50132.0,80674348.0,-0.0006214119015873548,399997.0,92726971.0,0.004313707173719716,150002.0,106400024.0,0.0014097929150843048,Ethiopia,119.0,4.46000003814697,4.54272867664695,4.377271399646999,0.339233845472336,0.8646692037582401,0.35340970754623396,0.408842742443085,0.31265074014663696,0.16545571386814098,2.01574373245239
71,European Union,EUU,,,873990.0,363200473.0,0.0024063569983291296,35679.0,378917977.0,9.416021979870328e-05,1830393.0,390994983.0,0.004681372088091473,1452547.0,402425490.0,0.003609480602235211,314429.0,410895587.0,0.0007652284666663992,1640298.0,416301856.0,0.003940164994123879,3259577.0,422963892.0,0.007706513633083366,1621033.0,427538058.0,0.0037915525171796525,6853594.0,430881944.0,0.015905967041403804,3767581.0,438468400.0,0.008592594129930456,3377263.0,441395932.0,0.007651323347492927,4281648.0,446131273.0,0.009597282815903382,,,,,,,,,,,,
72,Fragile and conflict affected situations,FCS,,,-403734.0,192452467.0,-0.0020978374883601782,-828283.0,216725732.0,-0.003821802756674967,-1224205.0,245398949.0,-0.0049886317972779905,4915.0,280540792.0,1.751973381468175e-05,-6325349.0,320266666.0,-0.019750257118547575,-6220616.0,360107735.0,-0.0172743193089146,1933706.0,411763761.0,0.0046961539191886295,-4376293.0,470020836.0,-0.009310848934365115,-2415321.0,530422958.0,-0.0045535755260427465,-5313288.0,601759996.0,-0.008829579957654746,-7098642.0,680326998.0,-0.010434161838157714,-10049206.0,763578047.0,-0.01316067956573927,,,,,,,,,,,,
73,Finland,FIN,Europe & Central Asia,High income,-64984.0,4491443.0,-0.014468401357870956,-97937.0,4605744.0,-0.021264099784964168,28880.0,4639657.0,0.006224598068348587,-29377.0,4738902.0,-0.006199115322494535,26181.0,4826933.0,0.005423941040822403,18268.0,4932123.0,0.003703881675294797,47223.0,5041992.0,0.009365941080430115,22154.0,5139835.0,0.00431025509573751,31935.0,5200598.0,0.006140639980248426,57558.0,5288720.0,0.010883162655614212,81416.0,5413971.0,0.015038130052783809,70000.0,5508214.0,0.012708293468627035,Finland,5.0,7.468999862670901,7.52754207581282,7.41045764952898,1.44357192516327,1.5402467250824,0.80915766954422,0.6179508566856379,0.24548277258873,0.38261154294014,2.4301815032958998
74,Fiji,FJI,East Asia & Pacific,Upper middle income,-3455.0,421665.0,-0.008193708275526781,-14279.0,487981.0,-0.02926138517688189,-15145.0,542844.0,-0.02789935966870777,-22230.0,598296.0,-0.03715552168157568,-12677.0,668280.0,-0.018969593583527858,-66996.0,721783.0,-0.09282014123358404,-33803.0,744469.0,-0.04540551722099913,-38692.0,792736.0,-0.04880817825858798,-58598.0,815257.0,-0.07187672108304498,-23691.0,836190.0,-0.028332077637857424,-51950.0,865069.0,-0.06005301311224885,-31008.0,877459.0,-0.035338403275822584,,,,,,,,,,,,
75,France,FRA,Europe & Central Asia,High income,1417869.0,47904877.0,0.02959759191115343,491613.0,50775794.0,0.00968203471126419,543072.0,52793138.0,0.010286791438690384,258429.0,54467702.0,0.0047446282936629116,291570.0,55718933.0,0.005232871203761206,276383.0,57302663.0,0.004823213887982833,122170.0,58851217.0,0.0020759128906374194,193631.0,59964851.0,0.003229074979274109,926483.0,61805267.0,0.014990356728011547,446120.0,64016225.0,0.006968858285536205,423831.0,65659809.0,0.00645495328809135,182636.0,66864379.0,0.0027314394111100627,France,31.0,6.44199991226196,6.515767802447081,6.36823202207685,1.43092346191406,1.38777685165405,0.8444658517837521,0.470222115516663,0.129762306809425,0.172502428293228,2.00595474243164
76,Faroe Islands,FRO,Europe & Central Asia,High income,,35524.0,,,37705.0,,,39925.0,,,42134.0,,,44108.0,,,46349.0,,,46739.0,,,45796.0,,,47233.0,,,47825.0,,,47843.0,,,48331.0,,,,,,,,,,,,,
77,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,454.0,47367.0,0.009584731986404036,429.0,56307.0,0.007618946134583622,-7534.0,62279.0,-0.12097175612967452,120.0,66082.0,0.0018159256681093187,445.0,78012.0,0.005704250628108496,-1902.0,89979.0,-0.02113826559530557,-1662.0,101389.0,-0.01639231080294707,-12788.0,108480.0,-0.1178834808259587,-12284.0,107030.0,-0.11477155937587592,-12278.0,104444.0,-0.11755581938646548,-2999.0,104506.0,-0.028696916923430238,-2999.0,111459.0,-0.02690675495025076,,,,,,,,,,,,
78,Gabon,GAB,Sub-Saharan Africa,Upper middle income,9410.0,511287.0,0.01840453600424028,16188.0,554059.0,0.029217105037550158,2999.0,611704.0,0.004902698036959053,4999.0,676255.0,0.007392181943201899,4999.0,763930.0,0.006543793279488958,4999.0,873867.0,0.005720550152368724,4999.0,1002579.0,0.004986140743023742,9566.0,1141338.0,0.008381390963938815,24820.0,1288315.0,0.01926547467040281,63698.0,1472575.0,0.04325620087262109,100317.0,1749682.0,0.057334418482901474,16301.0,2064823.0,0.007894623413241717,Gabon,118.0,4.46500015258789,4.5573617656529,4.37263853952289,1.1982102394104,1.1556202173233001,0.35657858848571794,0.31232857704162603,0.0437853783369064,0.0760467872023582,1.3229162693023702
79,United Kingdom,GBR,Europe & Central Asia,High income,143068.0,53250000.0,0.0026867230046948355,-84853.0,54943600.0,-0.0015443654947983024,106415.0,56086065.0,0.0018973518644961093,39119.0,56193492.0,0.0006961482301188898,-97495.0,56313641.0,-0.0017312856755257575,98758.0,56802050.0,0.0017386344330882425,205443.0,57580402.0,0.00356793271432874,513361.0,58316954.0,0.008802946052360691,992223.0,59370479.0,0.016712396745190483,2189404.0,61322463.0,0.035703132145882666,1300231.0,63700215.0,0.02041172074536954,1303250.0,66058859.0,0.01972861807982484,United Kingdom,19.0,6.71400022506714,6.78379176110029,6.64420868903399,1.44163393974304,1.4964600801467902,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.7041435241699199
